Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
mooc1490513032486,mooc1490513032486,,2,0,2,3,0,3,0,0,0,0,0.006132,0,0,0.00285,0,24,0,0.023452
zZyouer,zZyouer,,20,7,27,57,21,78,5,0.410959,0.47,2288.67381,0.044428,0.057177,0,0.010836,0,37,0.085145,0.098274
Mm877205,Mm877205,,4,1,5,8,6,14,1,1,1,0.333333,0.009878,0.053753,1,0.002219,0,47,0.15,0.009408
"胜利严玲",胜利严玲,,0,4,4,0,20,20,2,0.833333,0.9,0,0,0.055281,1,0.001228,0,68,0.25,0
"孙浩同",孙浩同,,0,5,5,0,17,17,6,0.305419,0.361022,0,0,0.060833,1,0.001228,0,69,0.15,0
"金风玉露mooc4",金风玉露mooc4,,2,1,3,3,6,9,1,1,1,0,0.006027,0.053753,1,0.002029,0,25,0.333333,0.007179
"师周彦汝",师周彦汝,,2,2,4,2,18,20,1,1,1,2.086905,0.005949,0.056997,1,0.001925,0,34,0.166667,0.007091
"黄明喜",黄明喜,,22,0,22,50,0,50,0,0,0,0,0.059897,0,0,0.012744,0,1,0.004329,0.076998
"师李思莹",师李思莹,,0,1,1,0,4,4,1,1,1,0,0,0.003245,0,0.001228,0,70,0,0
abcuvp163com,abcuvp163com,,0,3,3,0,15,15,6,0.29902,0.339617,0,0,0.059404,1,0.001228,0,71,0.166667,0
"李南蔷",李南蔷,,1,2,3,1,6,7,1,1,1,1.086905,0.003019,0.056997,0,0.001404,0,29,0.166667,0.004739
"师陳瑾瑜",师陳瑾瑜,,1,2,3,1,5,6,1,1,1,2.2,0.002964,0.056997,1,0.001689,0,72,0.166667,0.004375
"师罗淳",师罗淳,,0,4,4,0,12,12,2,0.833333,0.9,0,0,0.057334,1,0.001228,0,74,0.166667,0
"师林炜馨",师林炜馨,,2,2,4,2,8,10,1,1,1,10.286905,0.006092,0.056997,1,0.002806,0,23,0.166667,0.022832
"黑龙江农垦胜利学校刘凤娟",黑龙江农垦胜利学校刘凤娟,,0,5,5,0,23,23,1,1,1,0,0,0.056232,1,0.001228,0,75,0.2,0
"东昌府区阳光小学褚厚杰",东昌府区阳光小学褚厚杰,,4,1,5,6,4,10,1,1,1,0,0.012251,0.053753,1,0.002427,0,67,0.2,0.009408
"尹春爽",尹春爽,,0,2,2,0,9,9,1,1,1,0,0,0.054416,1,0.001228,0,76,0.5,0
1234456778,1234456778,,0,1,1,0,1,1,6,0.294686,0.320492,0,0,0.002407,0,0.001228,0,77,0,0
"锋一诺",锋一诺,,0,5,5,0,20,20,6,0.279476,0.347917,0,0,0.060213,1,0.001228,0,78,0.15,0
"黄明喜老师",黄明喜老师,,0,1,1,0,2,2,6,0.264069,0.298087,0,0,0.002375,0,0.001228,0,79,0,0
"春暖花开mooc236",春暖花开mooc236,,7,1,8,15,6,21,1,1,1,1.533333,0.014087,0.053753,0,0.005344,0,3,0.071429,0.041555
"师刘琪",师刘琪,,0,3,3,0,6,6,6,0.267544,0.317213,0,0,0.059373,0,0.001228,0,80,0.166667,0
xuexinuli123,xuexinuli123,,0,2,2,0,8,8,1,1,1,0,0,0.056997,1,0.001228,0,81,0,0
"辉县市实验学校赵香兰",辉县市实验学校赵香兰,,0,4,4,0,13,13,1,1,1,0,0,0.057931,0,0.001228,0,83,0.166667,0
"华师谢晓川",华师谢晓川,,0,2,2,0,12,12,1,1,1,0,0,0.056997,1,0.001228,0,84,0,0
"涂志虎",涂志虎,,0,1,1,0,1,1,1,1,1,0,0,0.003245,0,0.001228,0,85,0,0
"大山mooc72",大山mooc72,,5,6,11,12,13,25,5,0.287081,0.344167,38.533333,0.013978,0.060761,0,0.001894,0,37,0.266667,0.020965
"师吴家渝",师吴家渝,,2,25,27,3,65,68,4,0.46875,0.633333,1642.753571,0.00641,0.075379,0,0.002728,0,37,0.053333,0.024417
"张守贺",张守贺,,2,11,13,2,40,42,5,0.441176,0.525556,333.416667,0.004096,0.061143,0,0.002363,0,37,0.113636,0.008206
"胜利学校迟琼",胜利学校迟琼,,6,4,10,7,12,19,5,0.28436,0.334444,343.166667,0.015714,0.057291,1,0.006846,0,37,0.125,0.036155
"李鱼mooc3",李鱼mooc3,,0,1,1,0,2,2,2,0.666667,0.75,0,0,0.000763,0,0.001228,0,86,0,0
16级计算机学院林瑞儿,16级计算机学院林瑞儿,,0,2,2,0,4,4,1,1,1,0,0,0.054516,0,0.001228,0,87,0.5,0
"师周志军",师周志军,,1,1,2,1,6,7,1,1,1,0,0.003312,0.053753,1,0.001411,0,18,0.5,0.003937
shenliangmooc,shenliangmooc,,3,1,4,6,2,8,1,1,1,0,0.010665,0.053753,0,0.001659,0,22,0.25,0.010558
mooc1512348337229,mooc1512348337229,,1,1,2,1,4,5,1,1,1,0,0.004084,0.053753,1,0.001321,0,21,0.5,0.005854
"师黄奇璇",师黄奇璇,,0,4,4,0,16,16,6,0.246964,0.307104,0,0,0.056246,1,0.001228,0,88,0.166667,0
mooc1535716911744,mooc1535716911744,,0,1,1,0,2,2,7,0.211806,0.238329,0,0,0.000547,1,0.001228,0,89,0,0
s913438988163com,s913438988163com,,0,3,3,0,8,8,1,1,1,0,0,0.056405,0,0.001228,0,90,0.333333,0
"师乔潇科",师乔潇科,,1,2,3,2,6,8,6,0.265217,0.306284,58,0.003034,0.056128,1,0.001533,0,65,0.333333,0.002972
mooc莫如读书,mooc莫如读书,,1,3,4,1,13,14,1,1,1,0,0.004084,0.055213,1,0.001321,0,11,0.416667,0.005854
Coca陈,Coca陈,,7,1,8,14,13,27,1,1,1,0.533333,0.016932,0.053753,1,0.00576,0,2,0.125,0.047351
"毛璇L",毛璇L,,0,2,2,0,14,14,1,1,1,0,0,0.05467,1,0.001228,0,91,0.5,0
mooc1536223461060,mooc1536223461060,,2,1,3,2,9,11,1,1,1,0,0.006359,0.053753,1,0.001619,0,17,0.333333,0.006289
mooc1528164562244,mooc1528164562244,,4,2,6,9,6,15,1,1,1,1.333333,0.004312,0.053753,0,0.002734,0,15,0.25,0.017639
zhdshningxia,zhdshningxia,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.000234,0,0.001228,0,92,0,0
"张辉1996",张辉1996,,0,1,1,0,3,3,6,0.264069,0.298087,0,0,0.002375,0,0.001228,0,93,0,0
Chi_Shepherd,Chi_Shepherd,,5,1,6,9,4,13,1,1,1,0,0.016539,0.053753,0,0.002662,0,13,0.166667,0.017133
"师郭沛妤",师郭沛妤,,0,2,2,0,12,12,1,1,1,0,0,0.054649,1,0.001228,0,94,0.5,0
"花开随风",花开随风,,0,2,2,0,11,11,6,0.296117,0.328689,0,0,0.056159,0,0.001228,0,95,0.5,0
"二实中曹老师",二实中曹老师,,1,0,1,1,0,1,0,0,0,0,0.003312,0,0,0.001411,0,16,0,0.003937
mooc13350,mooc13350,,1,3,4,1,7,8,6,0.331492,0.379444,19.6,0.003019,0.056351,1,0.001404,0,37,0.333333,0.004739
"胜利学校张昌亮",胜利学校张昌亮,,2,2,4,2,24,26,6,0.296117,0.328689,125.333333,0.005893,0.056159,1,0.002211,0,96,0.25,0.006727
"黑龙江省建三江管理局胜利农场高慧敏0",黑龙江省建三江管理局胜利农场高慧敏0,,0,4,4,0,9,9,4,0.336406,0.378995,0,0,0.058867,0,0.001228,0,100,0.25,0
ccs618,ccs618,,3,1,4,4,8,12,1,1,1,0,0.010194,0.053753,1,0.001835,0,10,0.333333,0.011178
"小白大人呀",小白大人呀,,7,3,10,15,4,19,6,0.269058,0.3225,561.89881,0.021946,0.006472,0,0.006603,0,37,0.071429,0.054205
yiqi8206,yiqi8206,,0,2,2,0,4,4,7,0.216312,0.256089,0,0,0.054941,0,0.001228,0,101,0,0
"前郭县王府站镇蒙古族学校孙红宇",前郭县王府站镇蒙古族学校孙红宇,,3,6,9,5,8,13,5,0.28125,0.34375,236.9,0.006137,0.054714,0,0.003256,0,99,0.097222,0.008297
mooc1536396543285,mooc1536396543285,,2,2,4,2,4,6,6,0.222561,0.258676,84,0.006029,0.054085,0,0.001706,0,102,0.25,0.004704
Mooczhuhui,Mooczhuhui,,0,1,1,0,1,1,6,0.221884,0.251826,0,0,0.000332,0,0.001228,0,103,0,0
mooc1530365017734,mooc1530365017734,,1,0,1,1,0,1,0,0,0,0,0.004084,0,0,0.001321,0,9,0,0.005854
mooc1535698286343,mooc1535698286343,,1,0,1,2,0,2,0,0,0,0,0.004084,0,0,0.001321,0,8,0,0.005854
15136549663,15136549663,,1,0,1,4,0,4,0,0,0,0,0.004084,0,0,0.001321,0,6,0,0.005854
"荣海波",荣海波,,0,1,1,0,3,3,6,0.294686,0.320492,0,0,0.002407,0,0.001228,0,104,0,0
"随风之霍",随风之霍,,8,0,8,15,0,15,0,0,0,0,0.025752,0,0,0.006535,0,5,0.107143,0.061814
"等等我的灵魂",等等我的灵魂,,0,2,2,0,10,10,1,1,1,0,0,0.055148,1,0.001228,0,105,0,0
mooc1488181582664,mooc1488181582664,,0,2,2,0,4,4,1,1,1,0,0,0.055148,0,0.001228,0,106,0,0
rocksv,rocksv,,1,2,3,1,14,15,1,1,1,1,0.003091,0.055148,1,0.001358,0,107,0.166667,0.002352
"马迩1973",马迩1973,,2,4,6,2,10,12,6,0.247934,0.305,108.416667,0.000019,0.056406,0,0.004011,0,37,0.05,0.010643
"曹新贞",曹新贞,,4,0,4,7,0,7,0,0,0,0,0.010656,0,0,0.002429,0,4,0.083333,0.017757
"师吴钰婷",师吴钰婷,,2,3,5,3,10,13,5,0.280374,0.32,26.75,0.006648,0.055762,1,0.001674,0,37,0.2,0.00816
SCNU-20170121156-李秋花,SCNU-20170121156-李秋花,,0,2,2,0,10,10,6,0.265217,0.306284,0,0,0.056128,1,0.001228,0,108,0.5,0
"小小的一瓶蓝墨水",小小的一瓶蓝墨水,,0,1,1,0,2,2,6,0.264069,0.298087,0,0,0.002375,0,0.001228,0,109,0,0
"崔战杰",崔战杰,,0,2,2,0,14,14,6,0.265217,0.306284,0,0,0.056128,1,0.001228,0,110,0.5,0
"黑龙江胜利学校陈秀娟",黑龙江胜利学校陈秀娟,,1,2,3,1,13,14,5,0.274775,0.305738,53,0.002938,0.055185,1,0.001575,0,111,0.333333,0.002352
"吕老哥mooc1488419369371",吕老哥mooc1488419369371,,0,1,1,0,2,2,5,0.273543,0.297541,0,0,0.001432,0,0.001228,0,112,0,0
mooc1531097454437,mooc1531097454437,,6,2,8,11,13,24,5,0.275229,0.306667,220.583333,0.010602,0.055185,0,0.005049,0,37,0.142857,0.023603
mooc1520564262588,mooc1520564262588,,0,1,1,0,2,2,5,0.273543,0.297541,0,0,0.001432,0,0.001228,0,113,0,0
253083659,253083659,,0,2,2,0,2,2,5,0.277273,0.309836,0,0,0.002006,0,0.001228,0,114,0.5,0
"風吹塵",風吹塵,,5,4,9,9,5,14,7,0.239044,0.318135,618.25,0.012618,0.000342,0,0.008185,0,37,0.05,0.037242
"几米星空mooc",几米星空mooc,,2,2,4,2,5,7,8,0.194805,0.244286,96.833333,0.003172,0.054436,0,0.004887,0,37,0.166667,0.022186
"落葉驚殘夢",落葉驚殘夢,,1,1,2,1,1,2,8,0.193548,0.233175,0,0.000019,0.000684,0,0.002968,0,37,0,0.008291
SN-李中-李娇娇,SN-李中-李娇娇,,0,1,1,0,2,2,6,0.218638,0.240164,0,0,0.000574,0,0.001228,0,115,0,0
mooc1535371001798,mooc1535371001798,,0,1,1,0,2,2,6,0.218638,0.240164,0,0,0.000574,0,0.001228,0,116,0,0
16级教育史黄冬冬,16级教育史黄冬冬,,336,0,336,2416,0,2416,0,0,0,0,0.992212,0,1,0.334894,0,0,0.001635,1
"师杨晨",师杨晨,,0,1,1,0,10,10,1,1,1,0,0,0.053753,1,0.001228,0,117,0,0
web611,web611,,0,1,1,0,10,10,1,1,1,0,0,0.053753,1,0.001228,0,118,0,0
1706周映彤,1706周映彤,,0,1,1,0,10,10,1,1,1,0,0,0.053753,1,0.001228,0,119,0,0
"师杨洁如",师杨洁如,,0,1,1,0,9,9,1,1,1,0,0,0.053753,1,0.001228,0,120,0,0
"泠泠月色",泠泠月色,,0,1,1,0,1,1,1,1,1,0,0,0.053753,1,0.001228,0,121,0,0
"師荀夢",師荀夢,,0,1,1,0,16,16,1,1,1,0,0,0.053753,1,0.001228,0,122,0,0
"师刁晖",师刁晖,,0,1,1,0,10,10,1,1,1,0,0,0.053753,1,0.001228,0,123,0,0
"实验贵峰",实验贵峰,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,124,0,0
"师梁钧雅",师梁钧雅,,0,1,1,0,4,4,1,1,1,0,0,0.053753,1,0.001228,0,125,0,0
"黑龙江农垦胜利农场学校沙特",黑龙江农垦胜利农场学校沙特,,0,4,4,0,33,33,5,0.281818,0.329032,0,0,0.057271,1,0.001228,0,127,0.25,0
"师刘楚琪",师刘楚琪,,0,1,1,0,19,19,1,1,1,0,0,0.053753,1,0.001228,0,128,0,0
"刘铭婷",刘铭婷,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,129,0,0
"师丘晖华",师丘晖华,,1,1,2,3,6,9,1,1,1,0.5,0,0.053753,2,0.001749,0,130,0,0.002352
"师李雪妍",师李雪妍,,0,1,1,0,9,9,1,1,1,0,0,0.053753,1,0.001228,0,131,0,0
"师-谢钟麒",师-谢钟麒,,0,1,1,0,3,3,1,1,1,0,0,0.053753,1,0.001228,0,132,0,0
"黑龙江农垦胜利学校孙凯玲",黑龙江农垦胜利学校孙凯玲,,0,1,1,0,14,14,1,1,1,0,0,0.053753,1,0.001228,0,133,0,0
"华师程一峰",华师程一峰,,0,1,1,0,11,11,1,1,1,0,0,0.053753,1,0.001228,0,134,0,0
"咫尺天涯mooc172",咫尺天涯mooc172,,0,1,1,0,4,4,1,1,1,0,0,0.053753,1,0.001228,0,135,0,0
"武政兴",武政兴,,1,1,2,1,8,9,1,1,1,0,0.002973,0.053753,1,0.001377,0,136,0.5,0.002352
"师莫翠姗",师莫翠姗,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,137,0,0
"师林怡婷",师林怡婷,,0,1,1,0,8,8,1,1,1,0,0,0.053753,1,0.001228,0,138,0,0
"东昌府区阳光小学肖昊",东昌府区阳光小学肖昊,,1,1,2,1,9,10,1,1,1,0,0.002973,0.053753,1,0.001377,0,139,0.5,0.002352
"师陈舒琪",师陈舒琪,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,140,0,0
"师谢晓敏",师谢晓敏,,0,8,8,0,16,16,6,0.275986,0.361472,0,0,0.057059,1,0.001228,0,143,0.142857,0
"师万朵",师万朵,,0,1,1,0,4,4,1,1,1,0,0,0.053753,1,0.001228,0,144,0,0
"师李晓红",师李晓红,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,145,0,0
"龚晓彤",龚晓彤,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,146,0,0
"师丘慧宇",师丘慧宇,,0,2,2,0,8,8,1,1,1,0,0,0.05409,1,0.001228,0,147,0.5,0
"师梁秋玉",师梁秋玉,,1,2,3,1,12,13,1,1,1,6,0.002964,0.053911,1,0.001689,0,98,0.333333,0.004375
"当湖十局rt",当湖十局rt,,1,1,2,1,10,11,1,1,1,0,0.003106,0.053753,1,0.001489,0,73,0.5,0.002352
"廖子萩",廖子萩,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,148,0,0
"东昌府区韩瑞英",东昌府区韩瑞英,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,149,0,0
mooc15436982,mooc15436982,,0,1,1,0,8,8,1,1,1,0,0,0.053753,1,0.001228,0,150,0,0
mooc63769467505007914李桂芹,mooc63769467505007914李桂芹,,0,1,1,0,7,7,1,1,1,0,0,0.053753,1,0.001228,0,151,0,0
Long_March,Long_March,,0,1,1,0,4,4,1,1,1,0,0,0.053753,1,0.001228,0,152,0,0
"吴立婷",吴立婷,,0,1,1,0,9,9,1,1,1,0,0,0.053753,1,0.001228,0,153,0,0
LY1972,LY1972,,0,3,3,0,8,8,7,0.186567,0.225238,0,0,0.054238,1,0.001228,0,155,0.333333,0
"努力生存",努力生存,,0,1,1,0,8,8,1,1,1,0,0,0.053753,1,0.001228,0,156,0,0
dabai82163com,dabai82163com,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,157,0,0
17B-杨礼畅,17B-杨礼畅,,1,1,2,1,3,4,1,1,1,0,0.002938,0.053753,1,0.001575,0,154,0.5,0.002352
"师-王婷",师-王婷,,0,1,1,0,8,8,1,1,1,0,0,0.053753,1,0.001228,0,158,0,0
SCNU-20170121175-吴越,SCNU-20170121175-吴越,,1,1,2,2,6,8,1,1,1,0,0.003019,0.053753,1,0.001404,0,31,0.5,0.004739
"江至海",江至海,,0,2,2,0,11,11,2,0.75,0.833333,0,0,0.054075,1,0.001228,0,159,0.5,0
"澄碧钓徒",澄碧钓徒,,0,1,1,0,4,4,1,1,1,0,0,0.053753,1,0.001228,0,160,0,0
17B-萧志凯,17B-萧志凯,,0,1,1,0,5,5,1,1,1,0,0,0.053753,1,0.001228,0,161,0,0
"师梁凤玲",师梁凤玲,,0,1,1,0,7,7,1,1,1,0,0,0.053753,1,0.001228,0,162,0,0
"师陈虹烨",师陈虹烨,,0,1,1,0,11,11,1,1,1,0,0,0.053753,1,0.001228,0,163,0,0
"张春芳",张春芳,,1,1,2,1,10,11,1,1,1,0,0.002973,0.053753,1,0.001377,0,164,0.5,0.002352
"湘沅澧风",湘沅澧风,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,165,0,0
"师陈铎漫",师陈铎漫,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,166,0,0
SCNU17SFS陈小碟,SCNU17SFS陈小碟,,0,1,1,0,9,9,1,1,1,0,0,0.053753,1,0.001228,0,167,0,0
mooc1535795513090,mooc1535795513090,,0,1,1,0,10,10,1,1,1,0,0,0.053753,1,0.001228,0,168,0,0
"华南师范大学李诗静",华南师范大学李诗静,,0,1,1,0,5,5,1,1,1,0,0,0.053753,1,0.001228,0,169,0,0
mooc63486783810609280,mooc63486783810609280,,0,1,1,0,7,7,1,1,1,0,0,0.053753,1,0.001228,0,170,0,0
"师张舒",师张舒,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,171,0,0
"华师胡蓝月",华师胡蓝月,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,172,0,0
mooc1495528169163,mooc1495528169163,,0,1,1,0,11,11,1,1,1,0,0,0.053753,1,0.001228,0,173,0,0
"黑龙江省农垦建三江胜利农场学校苏宇婧",黑龙江省农垦建三江胜利农场学校苏宇婧,,0,1,1,0,8,8,1,1,1,0,0,0.053753,1,0.001228,0,174,0,0
"师李绮婷",师李绮婷,,0,1,1,0,5,5,1,1,1,0,0,0.053753,1,0.001228,0,175,0,0
"师范文学院陈梦月",师范文学院陈梦月,,0,1,1,0,3,3,1,1,1,0,0,0.053753,1,0.001228,0,176,0,0
"黑龙江省胜利农场学校张新秀",黑龙江省胜利农场学校张新秀,,0,1,1,0,4,4,1,1,1,0,0,0.053753,1,0.001228,0,177,0,0
hjlwgq163com,hjlwgq163com,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,178,0,0
"苏小博",苏小博,,0,1,1,0,5,5,1,1,1,0,0,0.053753,1,0.001228,0,179,0,0
"黑龙江农垦胜利农场学校李桂影",黑龙江农垦胜利农场学校李桂影,,0,2,2,0,26,26,1,1,1,0,0,0.054071,1,0.001228,0,181,0.5,0
"谢爔贤",谢爔贤,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,182,0,0
"黑龙江省农垦胜利学校张玉英",黑龙江省农垦胜利学校张玉英,,0,1,1,0,10,10,1,1,1,0,0,0.053753,1,0.001228,0,183,0,0
871901684qqcom,871901684qqcom,,0,3,3,0,6,6,1,1,1,0,0,0.054397,1,0.001228,0,184,0.333333,0
mooc43379378056656470,mooc43379378056656470,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,185,0,0
"白芷雯",白芷雯,,0,1,1,0,8,8,1,1,1,0,0,0.053753,1,0.001228,0,186,0,0
mooc1522637757113,mooc1522637757113,,0,7,7,0,33,33,1,1,1,0,0,0.054887,1,0.001228,0,189,0.142857,0
"无限轮回",无限轮回,,0,1,1,0,8,8,1,1,1,0,0,0.053753,1,0.001228,0,190,0,0
"奔奔mooc42",奔奔mooc42,,0,1,1,0,8,8,1,1,1,0,0,0.053753,1,0.001228,0,191,0,0
