Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
mooc155555555555,mooc155555555555,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,192,0,0
"洝莪想潑蹍",洝莪想潑蹍,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,193,0,0
857yzh,857yzh,,0,2,2,0,7,7,6,0.225092,0.259563,0,0,0.054604,1,0.001228,0,194,0.5,0
zhaoyan27163com,zhaoyan27163com,,0,1,1,0,8,8,1,1,1,0,0,0.053753,1,0.001228,0,195,0,0
tom_dongdong,tom_dongdong,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,196,0,0
"黑龙江18249224690",黑龙江18249224690,,0,1,1,0,8,8,1,1,1,0,0,0.053753,1,0.001228,0,197,0,0
"黑龙江农垦胜利学校张胜男",黑龙江农垦胜利学校张胜男,,0,1,1,0,16,16,1,1,1,0,0,0.053753,1,0.001228,0,198,0,0
"程芳琴",程芳琴,,0,1,1,0,8,8,1,1,1,0,0,0.053753,1,0.001228,0,199,0,0
"单枪匹马杀出一条路",单枪匹马杀出一条路,,0,1,1,0,9,9,1,1,1,0,0,0.053753,1,0.001228,0,200,0,0
"黑龙江农垦胜利学校狄辛梅",黑龙江农垦胜利学校狄辛梅,,0,1,1,0,4,4,1,1,1,0,0,0.053753,1,0.001228,0,201,0,0
"黑龙江农垦胜利学校王鑫达",黑龙江农垦胜利学校王鑫达,,0,1,1,0,5,5,1,1,1,0,0,0.053753,1,0.001228,0,202,0,0
"华师汉师张翠婷",华师汉师张翠婷,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,203,0,0
"我相信我能飞",我相信我能飞,,0,2,2,0,8,8,6,0.225092,0.259563,0,0,0.054604,1,0.001228,0,204,0.5,0
mooc1489978218150,mooc1489978218150,,0,1,1,0,12,12,1,1,1,0,0,0.053753,1,0.001228,0,205,0,0
"长风沙渔人",长风沙渔人,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,206,0,0
"师阮亦茗",师阮亦茗,,0,1,1,0,10,10,1,1,1,0,0,0.053753,1,0.001228,0,207,0,0
"师凌丕杰",师凌丕杰,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,208,0,0
"师朱明涵",师朱明涵,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,209,0,0
zz庄子,zz庄子,,0,1,1,0,8,8,1,1,1,0,0,0.053753,1,0.001228,0,210,0,0
"师何欣宇",师何欣宇,,0,1,1,0,10,10,1,1,1,0,0,0.053753,1,0.001228,0,211,0,0
17B-肖筠娴,17B-肖筠娴,,0,1,1,0,10,10,1,1,1,0,0,0.053753,1,0.001228,0,212,0,0
"师谢彤",师谢彤,,0,2,2,0,3,3,1,1,1,0,0,0.05407,1,0.001228,0,214,0.5,0
"师冷悦",师冷悦,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,215,0,0
"赵徽",赵徽,,1,1,2,1,10,11,1,1,1,0,0.002938,0.053753,1,0.001436,0,216,0.5,0.003061
"东昌府区阳光小学赵洋",东昌府区阳光小学赵洋,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,217,0,0
"桃李芬芳2018",桃李芬芳2018,,0,1,1,0,5,5,1,1,1,0,0,0.053753,1,0.001228,0,218,0,0
mooc1496965765728,mooc1496965765728,,0,1,1,0,16,16,1,1,1,0,0,0.053753,1,0.001228,0,219,0,0
lishansahn,lishansahn,,0,1,1,0,12,12,1,1,1,0,0,0.053753,1,0.001228,0,220,0,0
"孙艳芳",孙艳芳,,0,1,1,0,9,9,1,1,1,0,0,0.053753,1,0.001228,0,221,0,0
"黑龙江农垦建三江胜利农场学校陈月英",黑龙江农垦建三江胜利农场学校陈月英,,0,1,1,0,36,36,1,1,1,0,0,0.053753,1,0.001228,0,222,0,0
"玉儿95",玉儿95,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,223,0,0
"百泉学校琚长娥",百泉学校琚长娥,,0,1,1,0,11,11,1,1,1,0,0,0.053753,1,0.001228,0,224,0,0
A生物流,A生物流,,0,1,1,0,4,4,1,1,1,0,0,0.053753,1,0.001228,0,225,0,0
"师崔颖怡",师崔颖怡,,0,1,1,0,5,5,1,1,1,0,0,0.053753,1,0.001228,0,226,0,0
1702赵子嫣,1702赵子嫣,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,227,0,0
"王云河",王云河,,0,2,2,0,11,11,1,1,1,0,0,0.053911,1,0.001228,0,229,0.5,0
mooc1524492772544,mooc1524492772544,,0,1,1,0,10,10,1,1,1,0,0,0.053753,1,0.001228,0,230,0,0
"黑龙江农垦胜利学校张宇池",黑龙江农垦胜利学校张宇池,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,231,0,0
"袁捷",袁捷,,0,1,1,0,13,13,1,1,1,0,0,0.053753,1,0.001228,0,232,0,0
"孙艳玲",孙艳玲,,1,1,2,1,8,9,1,1,1,0,0.002921,0.053753,1,0.001749,0,228,0.5,0.002352
1707吴泳欣,1707吴泳欣,,1,3,4,1,10,11,5,0.278539,0.318033,30.333333,0.003091,0.055737,1,0.001358,0,141,0.333333,0.002352
"师邓佳蓓mooc11",师邓佳蓓mooc11,,0,2,2,0,9,9,6,0.225092,0.259563,0,0,0.054604,1,0.001228,0,233,0.5,0
"黑龙江省农垦胜利农场学校闫家宝",黑龙江省农垦胜利农场学校闫家宝,,0,1,1,0,7,7,1,1,1,0,0,0.053753,1,0.001228,0,234,0,0
"胜利农场张晓丽",胜利农场张晓丽,,1,1,2,1,30,31,1,1,1,0,0.002938,0.053753,1,0.001436,0,235,0.5,0.003061
"陈冬郁慕课学习",陈冬郁慕课学习,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,236,0,0
"阿梅mooc10",阿梅mooc10,,0,1,1,0,18,18,1,1,1,0,0,0.053753,1,0.001228,0,237,0,0
mooc1475675610181黄祺霖,mooc1475675610181黄祺霖,,0,1,1,0,10,10,1,1,1,0,0,0.053753,1,0.001228,0,238,0,0
"建三江胜利学校王新升",建三江胜利学校王新升,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,239,0,0
"黑龙江省王凤鸣",黑龙江省王凤鸣,,1,1,2,1,22,23,1,1,1,0,0.002938,0.053753,1,0.001436,0,240,0.5,0.003061
"丛琳1234",丛琳1234,,0,1,1,0,4,4,1,1,1,0,0,0.053753,1,0.001228,0,241,0,0
"黑龙江农垦建三江胜利学校刘欢",黑龙江农垦建三江胜利学校刘欢,,0,1,1,0,14,14,1,1,1,0,0,0.053753,1,0.001228,0,242,0,0
"黑龙江农垦胜利学校张德孝",黑龙江农垦胜利学校张德孝,,0,1,1,0,7,7,1,1,1,0,0,0.053753,1,0.001228,0,243,0,0
"胜利学校王静",胜利学校王静,,0,2,2,0,35,35,9,0.158163,0.196781,0,0,0.05407,1,0.001228,0,244,0.5,0
"李智玮",李智玮,,1,5,6,1,26,27,1,1,1,0,0,0.05423,1,0.001228,0,245,0.35,0.003061
liadk,liadk,,0,1,1,0,11,11,1,1,1,0,0,0.053753,1,0.001228,0,246,0,0
"宋桂明",宋桂明,,0,1,1,0,7,7,1,1,1,0,0,0.053753,1,0.001228,0,247,0,0
mooc1535522943437,mooc1535522943437,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,248,0,0
"马成香",马成香,,0,1,1,0,16,16,1,1,1,0,0,0.053753,1,0.001228,0,249,0,0
"师梁美玲",师梁美玲,,1,1,2,1,10,11,1,1,1,0,0.003091,0.053753,1,0.001358,0,142,0.5,0.002352
"三文鱼便当与蓝风铃",三文鱼便当与蓝风铃,,0,1,1,0,10,10,1,1,1,0,0,0.053753,1,0.001228,0,250,0,0
"黑龙江省农垦建三江胜利学校孙宁",黑龙江省农垦建三江胜利学校孙宁,,0,1,1,0,35,35,1,1,1,0,0,0.053753,1,0.001228,0,251,0,0
"华师林彤",华师林彤,,0,1,1,0,7,7,1,1,1,0,0,0.053753,1,0.001228,0,252,0,0
"华师16美术吴耿",华师16美术吴耿,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,253,0,0
SCNU-20170121279-李少玲,SCNU-20170121279-李少玲,,0,1,1,0,4,4,1,1,1,0,0,0.053753,1,0.001228,0,254,0,0
"袁懿琳",袁懿琳,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,255,0,0
"师黄寅富",师黄寅富,,0,1,1,0,8,8,1,1,1,0,0,0.053753,1,0.001228,0,256,0,0
"师王嘉宇",师王嘉宇,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,257,0,0
"伊妤蝴蝶",伊妤蝴蝶,,0,1,1,0,5,5,1,1,1,0,0,0.053753,1,0.001228,0,258,0,0
"学海无涯-无悔青春",学海无涯-无悔青春,,0,1,1,0,4,4,1,1,1,0,0,0.053753,1,0.001228,0,259,0,0
"师肖洲婷",师肖洲婷,,1,1,2,1,4,5,1,1,1,0,0.003019,0.053753,1,0.001404,0,30,0.5,0.004739
"师王兴薇",师王兴薇,,0,1,1,0,4,4,1,1,1,0,0,0.053753,1,0.001228,0,260,0,0
"南丁格尔mooc7",南丁格尔mooc7,,1,1,2,1,4,5,1,1,1,0,0.003019,0.053753,1,0.001404,0,32,0.5,0.004739
james_Maxwell,james_Maxwell,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,261,0,0
kongmengzhidao2008126com,kongmengzhidao2008126com,,1,1,2,1,9,10,1,1,1,0,0.003019,0.053753,1,0.001404,0,27,0.5,0.004739
"师-叶安琪",师-叶安琪,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,262,0,0
"梁柳吖",梁柳吖,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,263,0,0
"师-李明娴",师-李明娴,,0,1,1,0,8,8,1,1,1,0,0,0.053753,1,0.001228,0,264,0,0
"冯馨馨",冯馨馨,,1,1,2,1,6,7,1,1,1,0,0.002973,0.053753,1,0.001377,0,187,0.5,0.002352
mooc杨chen,mooc杨chen,,0,1,1,0,16,16,1,1,1,0,0,0.053753,1,0.001228,0,265,0,0
"黑龙江农垦胜利学校马洪杰",黑龙江农垦胜利学校马洪杰,,0,1,1,0,10,10,1,1,1,0,0,0.053753,1,0.001228,0,266,0,0
mooc63485996077692231,mooc63485996077692231,,0,1,1,0,4,4,1,1,1,0,0,0.053753,1,0.001228,0,267,0,0
"黑龙江农垦胜利学校孙福威",黑龙江农垦胜利学校孙福威,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,268,0,0
"黑龙江省农垦胜利农场学校李显龙",黑龙江省农垦胜利农场学校李显龙,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,269,0,0
"师吴沛锜",师吴沛锜,,0,1,1,0,4,4,1,1,1,0,0,0.053753,1,0.001228,0,270,0,0
"师张小雪",师张小雪,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,271,0,0
mooc1489473006320,mooc1489473006320,,0,1,1,0,9,9,1,1,1,0,0,0.053753,1,0.001228,0,272,0,0
"临江仙mooc12",临江仙mooc12,,1,1,2,1,6,7,1,1,1,0,0.003342,0.053753,1,0.001402,0,46,0.5,0.002352
17B-陈丰慧,17B-陈丰慧,,0,1,1,0,4,4,1,1,1,0,0,0.053753,1,0.001228,0,273,0,0
"刘玉娇",刘玉娇,,0,1,1,0,4,4,1,1,1,0,0,0.053753,1,0.001228,0,274,0,0
"师连婉琪",师连婉琪,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,275,0,0
"闫宝奇",闫宝奇,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,276,0,0
"刘桂云0",刘桂云0,,0,1,1,0,5,5,1,1,1,0,0,0.053753,1,0.001228,0,277,0,0
hechengteacher126com,hechengteacher126com,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,278,0,0
"宁静致远2587",宁静致远2587,,0,1,1,0,10,10,1,1,1,0,0,0.053753,1,0.001228,0,279,0,0
"戴桐昕",戴桐昕,,0,1,1,0,9,9,1,1,1,0,0,0.053753,1,0.001228,0,280,0,0
"刘展志",刘展志,,0,1,1,0,16,16,1,1,1,0,0,0.053753,1,0.001228,0,281,0,0
"黑龙江省农垦胜利学校何春艳",黑龙江省农垦胜利学校何春艳,,0,1,1,0,4,4,1,1,1,0,0,0.053753,1,0.001228,0,282,0,0
"胜利农场中心学校张新秀",胜利农场中心学校张新秀,,0,1,1,0,8,8,1,1,1,0,0,0.053753,1,0.001228,0,283,0,0
"陈科鸣",陈科鸣,,0,1,1,0,3,3,1,1,1,0,0,0.053753,1,0.001228,0,284,0,0
smileyp,smileyp,,0,2,2,0,5,5,1,1,1,0,0,0.05407,1,0.001228,0,285,0.5,0
"师雷晓莹",师雷晓莹,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,286,0,0
mooc1495525429175,mooc1495525429175,,0,1,1,0,38,38,1,1,1,0,0,0.053753,1,0.001228,0,287,0,0
"崔天瑛",崔天瑛,,0,1,1,0,5,5,1,1,1,0,0,0.053753,1,0.001228,0,288,0,0
"师韩泽维",师韩泽维,,2,1,3,2,7,9,1,1,1,0,0.005876,0.053753,1,0.002097,0,180,0.333333,0.004704
lnfyjjjc163com,lnfyjjjc163com,,0,1,1,0,4,4,1,1,1,0,0,0.053753,1,0.001228,0,289,0,0
"师刘静茹",师刘静茹,,0,1,1,0,4,4,1,1,1,0,0,0.053753,1,0.001228,0,290,0,0
"王艳萍mooc1",王艳萍mooc1,,0,1,1,0,5,5,1,1,1,0,0,0.053753,1,0.001228,0,291,0,0
"师陈浩",师陈浩,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,292,0,0
"师刘依依",师刘依依,,1,1,2,1,2,3,1,1,1,0,0.002921,0.053753,1,0.001945,0,97,0.5,0.003229
"师崔颖妍",师崔颖妍,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,293,0,0
"谢秋韵",谢秋韵,,0,1,1,0,4,4,1,1,1,0,0,0.053753,1,0.001228,0,294,0,0
sls20090302163com,sls20090302163com,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,295,0,0
mooc1516084663827,mooc1516084663827,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,296,0,0
Ambermooc133,Ambermooc133,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,297,0,0
qizaimooc,qizaimooc,,0,1,1,0,3,3,1,1,1,0,0,0.053753,1,0.001228,0,298,0,0
mooc43384446867987528,mooc43384446867987528,,0,1,1,0,4,4,1,1,1,0,0,0.053753,1,0.001228,0,299,0,0
"靳红光",靳红光,,1,1,2,1,6,7,1,1,1,0,0.003138,0.053753,1,0.001489,0,82,0.5,0.002352
"师吴妙霞",师吴妙霞,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,300,0,0
"黑龙江农垦建三江胜利农场学校王晶岩",黑龙江农垦建三江胜利农场学校王晶岩,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,301,0,0
"小云19894",小云19894,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,302,0,0
wnc0316,wnc0316,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,303,0,0
RoyceLeung,RoyceLeung,,0,1,1,0,1,1,1,1,1,0,0,0.053753,1,0.001228,0,304,0,0
17B-邱汶欣,17B-邱汶欣,,0,1,1,0,1,1,1,1,1,0,0,0.053753,1,0.001228,0,305,0,0
"上古麻沸",上古麻沸,,0,1,1,0,4,4,1,1,1,0,0,0.053753,1,0.001228,0,306,0,0
"宋雁翎",宋雁翎,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,307,0,0
171252147朱玲,171252147朱玲,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,308,0,0
mooc韩丽娟,mooc韩丽娟,,0,1,1,0,4,4,1,1,1,0,0,0.053753,1,0.001228,0,309,0,0
"师陈香雨",师陈香雨,,1,1,2,1,4,5,1,1,1,0,0.003019,0.053753,1,0.001404,0,28,0.5,0.004739
"师赖佩佩",师赖佩佩,,0,1,1,0,4,4,1,1,1,0,0,0.053753,1,0.001228,0,310,0,0
1703曹芮,1703曹芮,,1,1,2,1,4,5,1,1,1,0,0.002973,0.053753,1,0.001377,0,188,0.5,0.002352
"胜利学校王振华",胜利学校王振华,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,311,0,0
mooc1488775185795,mooc1488775185795,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,312,0,0
171204028,171204028,,0,1,1,0,3,3,1,1,1,0,0,0.053753,1,0.001228,0,313,0,0
"黑龙江农垦胜利学校陈艳",黑龙江农垦胜利学校陈艳,,0,1,1,0,5,5,1,1,1,0,0,0.053753,1,0.001228,0,314,0,0
"杰mooc132",杰mooc132,,0,1,1,0,4,4,1,1,1,0,0,0.053753,1,0.001228,0,315,0,0
"大王在养生",大王在养生,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,316,0,0
"清平乐mooc30",清平乐mooc30,,0,1,1,0,5,5,1,1,1,0,0,0.053753,1,0.001228,0,317,0,0
"浪漫小猪177",浪漫小猪177,,0,1,1,0,4,4,1,1,1,0,0,0.053753,1,0.001228,0,318,0,0
"杜晓伟13863508080",杜晓伟13863508080,,0,1,1,0,6,6,1,1,1,0,0,0.053753,1,0.001228,0,319,0,0
"清归_",清归_,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,320,0,0
"娟1979",娟1979,,2,1,3,2,4,6,1,1,1,0,0.005858,0.053753,1,0.002271,0,213,0.333333,0.004704
"师李卓莹",师李卓莹,,0,1,1,0,4,4,1,1,1,0,0,0.053753,1,0.001228,0,321,0,0
SCNU2017SFS彭彦妍,SCNU2017SFS彭彦妍,,0,1,1,0,4,4,1,1,1,0,0,0.053753,1,0.001228,0,322,0,0
"林思勤cnfes",林思勤cnfes,,0,1,1,0,3,3,1,1,1,0,0,0.053753,1,0.001228,0,323,0,0
"行者悟空",行者悟空,,0,2,2,0,6,6,5,0.30198,0.342077,0,0,0.054772,0,0.001228,0,324,0,0
"山东省聊城东昌府区第二实验小学袁文芳",山东省聊城东昌府区第二实验小学袁文芳,,0,1,1,0,4,4,1,1,1,0,0,0.053753,1,0.001228,0,325,0,0
"东海龙王DK",东海龙王DK,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,326,0,0
LSQin,LSQin,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,327,0,0
16思政2班张亚强,16思政2班张亚强,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,328,0,0
mooc66018565000910795,mooc66018565000910795,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,329,0,0
"不错过任何一节课",不错过任何一节课,,0,1,1,0,1,1,1,1,1,0,0,0.053753,1,0.001228,0,330,0,0
mooc39489902423210688,mooc39489902423210688,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,331,0,0
"师范澌淇",师范澌淇,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,332,0,0
*魔与道*,*魔与道*,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,333,0,0
"彭艳1",彭艳1,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,334,0,0
"八郎镇中学冯铁林",八郎镇中学冯铁林,,0,3,3,0,6,6,6,0.229091,0.271164,0,0,0.05423,1,0.001228,0,335,0.333333,0
"望江南mooc1",望江南mooc1,,0,1,1,0,3,3,1,1,1,0,0,0.053753,1,0.001228,0,336,0,0
Love程宝贝,Love程宝贝,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,337,0,0
"铁甲车",铁甲车,,0,1,1,0,1,1,1,1,1,0,0,0.053753,1,0.001228,0,338,0,0
"孙甲琛",孙甲琛,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,339,0,0
"郝富红",郝富红,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,340,0,0
"云紫的默寂",云紫的默寂,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,341,0,0
mooc1495019193096,mooc1495019193096,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,342,0,0
Y云影Y,Y云影Y,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,343,0,0
xxxxxxcccccc,xxxxxxcccccc,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,344,0,0
"田廷萍",田廷萍,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,345,0,0
mooc18845443008,mooc18845443008,,0,1,1,0,3,3,1,1,1,0,0,0.053753,1,0.001228,0,346,0,0
mooc1509502368969,mooc1509502368969,,0,2,2,0,3,3,7,0.23221,0.260906,0,0,0.054072,1,0.001228,0,347,0.5,0
"李浩ykt1516571558756",李浩ykt1516571558756,,0,1,1,0,1,1,1,1,1,0,0,0.053753,1,0.001228,0,348,0,0
"黑龙江省农垦建三江胜利学校张索佳",黑龙江省农垦建三江胜利学校张索佳,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,349,0,0
"师王梓烨",师王梓烨,,0,1,1,0,2,2,1,1,1,0,0,0.053753,1,0.001228,0,350,0,0
"孤鸿子mooc",孤鸿子mooc,,2,1,3,2,1,3,1,1,1,0,0.006076,0.053753,1,0.001638,0,126,0.333333,0.004704
"宋桂红",宋桂红,,0,1,1,0,1,1,6,0.309645,0.340984,0,0,0.000222,0,0.001228,0,351,0,0
"杨静梅",杨静梅,,0,1,1,0,1,1,7,0.20132,0.232865,0,0,0.000001,0,0.001228,0,352,0,0
"柯梦华",柯梦华,,0,2,2,0,4,4,2,0.75,0.833333,0,0,0.000007,2,0.001228,0,353,0,0
mooc41034227151623064,mooc41034227151623064,,0,1,1,0,1,1,5,0.273543,0.297541,0,0,0.001432,0,0.001228,0,354,0,0
